# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 2a5f05d4e2e9c6190ef6c6d28ff9f032d06d6e15c8d1d03d429d0cb72dda5140
# retrieved: 2026-08-21T03:15:49Z
iata,ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region,municipality,scheduled_service
SPE,WBKO,small_airport,Sepulot Airport,4.733000,116.467003,MY,MY-12,Sepulot,no
SPF,KSPF,small_airport,Black Hills Airport-Clyde Ice Field,44.480301,-103.782997,US,US-SD,Spearfish,no
SPG,KSPG,small_airport,Albert Whitted Airport,27.765100,-82.626999,US,US-FL,St Petersburg,no
SPH,AYQO,small_airport,Sopu Airport,-8.303800,147.165900,PG,PG-CPM,Sopu,no
SPI,KSPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,US,US-IL,Springfield,yes
SPJ,LGSP,small_airport,Sparti Airfield,36.973800,22.525708,GR,GR-J,Sparti,no
SPM,ETAD,medium_airport,Spangdahlem Air Base,49.976507,6.698413,DE,DE-RP,Trier,no
SPN,PGSN,medium_airport,Saipan International Airport,15.119384,145.728848,MP,MP-U-A,"I Fadang, Saipan",yes
SPP,FNME,medium_airport,Menongue Airport,-14.657600,17.719801,AO,AO-CCU,Menongue,yes
SPR,BZ-SPR,medium_airport,John Greif II Airport,17.913900,-87.971100,BZ,BZ-CY,San Pedro,yes
SPS,KSPS,medium_airport,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.988800,-98.491898,US,US-TX,Wichita Falls,yes
SPT,MY-SPT,small_airport,Sipitang Airport,5.083333,115.550003,MY,MY-12,Sipitang,no
SPU,LDSP,large_airport,Split Saint Jerome Airport,43.538898,16.298000,HR,HR-17,Split,yes
SPV,AYSQ,small_airport,Sepik Plains Airport,-3.882100,143.673400,PG,PG-ESW,Sepik Plains,no
SPW,KSPW,small_airport,Spencer Municipal Airport,43.165501,-95.202797,US,US-IA,Spencer,no
SPX,HESX,large_airport,Sphinx International Airport,30.108179,30.895728,EG,EG-GZ,Al Jiza,yes
SPY,DISP,medium_airport,San Pedro Airport,4.746720,-6.660820,CI,CI-BS,,yes
SPZ,KASG,small_airport,Springdale Municipal Airport,36.176399,-94.119301,US,US-AR,Springdale,no
SQA,KIZA,small_airport,Santa Ynez Airport,34.606800,-120.075996,US,US-CA,Santa Ynez,no
SQB,SK-442,small_airport,Santa Ana Airport,4.408333,-75.021667,CO,CO-TOL,Piedras,no
SQC,YSCR,small_airport,Southern Cross Airport,-31.240000,119.360001,AU,AU-WA,,no
SQD,ZSSR,medium_airport,Shangrao Sanqingshan Airport,28.379700,117.964300,CN,CN-36,Shangrao (Hengfeng),yes
SQE,SK-120,small_airport,San Luis De Palenque Airport,5.400181,-71.700100,CO,CO-CAS,San Luis De Palenque,no
SQF,SK-046,small_airport,Solano Airport,0.702022,-75.250500,CO,CO-CAQ,Solano,no
SQG,WIOS,medium_airport,Tebelian Airport,-0.045214,111.458049,ID,ID-KB,Sintang,yes
SQH,VVNS,small_airport,Na San Airport,21.215301,104.032803,VN,VN-NW,Mai Son,no
SQI,KSQI,small_airport,Whiteside County Airport - Joseph H Bittorf Field,41.742175,-89.673629,US,US-IL,Rock Falls,no
SQJ,ZSSM,medium_airport,Sanming Shaxian Airport,26.426300,117.833600,CN,CN-35,Sanming (Sha),yes
SQK,HE40,small_airport,Sidi EL Barrani Airport,31.472010,25.879272,EG,EG-MT,Sidi El Barrani,no
SQL,KSQL,medium_airport,San Carlos Airport,37.513130,-122.250838,US,US-CA,San Carlos,yes
SQM,SWUA,small_airport,São Miguel do Araguaia Airport,-13.331300,-50.197601,BR,BR-GO,São Miguel do Araguaia,no
SQN,WAES,small_airport,Emalamo Airport,-2.100424,125.965838,ID,ID-MU,Sanana,no
SQO,ESUD,medium_airport,Storuman Airport,64.960899,17.696600,SE,SE-AC,Storuman,no
SQQ,EYSA,medium_airport,Šiauliai International Airport,55.893902,23.395000,LT,LT-SA,Šiauliai,no
SQR,WAWS,small_airport,Soroako Airport,-2.530582,121.356096,ID,ID-SN,Soroako,no
SQS,BZ-SQS,small_airport,Matthew Spain Airport,17.185898,-89.009936,BZ,BZ-CY,Spanish Lookout,no
SQT,AYCS,small_airport,China Strait Airstrip,-10.562778,150.690694,PG,PG-MBA,Samarai Island,no
SQU,SPOA,small_airport,Saposoa Airport,-6.960030,-76.768402,PE,PE-SAM,Plaza Saposoa,no
SQV,KW28,small_airport,Sequim Valley Airport,48.098099,-123.186996,US,US-WA,Sequim,no
SQW,EKSV,medium_airport,Skive Airport,56.550201,9.172980,DK,DK-82,Skive,no
SQX,SSOE,small_airport,São Miguel do Oeste Hélio Wasum Airport,-26.781601,-53.503502,BR,BR-SC,São Miguel do Oeste,no
SQY,SSRU,small_airport,São Lourenço do Sul Airport,-31.383301,-52.032799,BR,BR-RS,São Lourenço Do Sul,no
SRA,SSZR,small_airport,Luis Alberto Lehr Airport,-27.906580,-54.520628,BR,BR-RS,Santa Rosa,yes
SRB,SLSR,small_airport,Santa Rosa de Yacuma Airport,-14.073072,-66.787391,BO,BO-B,Santa Rosa,no
SRC,KSRC,small_airport,Searcy Municipal Airport,35.210602,-91.737503,US,US-AR,Searcy,no
SRD,SLRA,small_airport,San Ramón Airport,-13.263900,-64.603897,BO,BO-B,San Ramón / Mamoré,no
SRE,SLAL,large_airport,Alcantarí International Airport,-19.246835,-65.149611,BO,BO-H,Sucre,yes
SRG,WARS,large_airport,Jenderal Ahmad Yani Airport,-6.970732,110.373244,ID,ID-JT,Semarang,yes
SRH,FTTA,small_airport,Sarh Airport,9.144440,18.374399,TD,TD-MC,Sarh,no
SRJ,SLSB,small_airport,Capitán Av. German Quiroga G. Airport,-14.859200,-66.737503,BO,BO-B,San Borja,no
SRL,SRL,small_airport,Palo Verde Airport,27.092700,-112.098500,MX,MX-BCS,Mulegé,yes
SRM,SRM,small_airport,Sandringham Airport,-24.056800,139.082100,AU,AU-QLD,Sandringham Station,no
SRN,YSRN,small_airport,Strahan Airport,-42.154999,145.292007,AU,AU-TAS,,no
SRO,SK-245,small_airport,Santana Ramos Airport,2.216667,-75.250000,CO,CO-HUI,Santana Ramos,no
SRP,ENSO,medium_airport,"Stord Airport, Sørstokken",59.791901,5.340850,NO,NO-46,Leirvik,yes
SRQ,KSRQ,large_airport,Sarasota Bradenton International Airport,27.394631,-82.554359,US,US-FL,Sarasota/Bradenton,yes
SRR,YDUN,small_airport,Dunwich Airport,-27.519005,153.427618,AU,AU-QLD,North Stradbroke Island,no
SRS,SKSR,small_airport,San Marcos Airport,8.690000,-75.156000,CO,CO-SUC,San Marcos,no
SRT,HUSO,medium_airport,Soroti Airport,1.727690,33.622799,UG,UG-E,Soroti,yes
SRU,VYFS,small_airport,Surbung Airport,22.939167,93.615333,MM,MM-14,Falam,no
SRV,SRV,small_airport,Stony River 2 Airport,61.789700,-156.589005,US,US-AK,Stony River,yes
SRW,KRUQ,small_airport,Mid-Carolina Regional Airport,35.645901,-80.520302,US,US-NC,Salisbury,no
SRX,HLGD,large_airport,Sirt International Airport / Ghardabiya Airbase,31.058578,16.597095,LY,LY-SR,Sirt,no
SRY,OINZ,medium_airport,Sari Dasht-e Naz International Airport,36.644408,53.188761,IR,IR-02,Sari,yes
SRZ,SLET,medium_airport,El Trompillo Airport,-17.811600,-63.171501,BO,BO-S,Santa Cruz,yes
SSA,SBSV,large_airport,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,BR,BR-BA,Salvador,yes
SSB,VI32,seaplane_base,Christiansted Harbor Seaplane Base,17.747908,-64.707928,VI,VI-SC,Christiansted,yes
SSC,KSSC,medium_airport,Shaw Air Force Base,33.972698,-80.470596,US,US-SC,Sumter,no
SSD,SCSF,small_airport,Víctor Lafón Airport,-32.745800,-70.705002,CL,CL-VS,San Felipe,no
SSE,VASL,medium_airport,Solapur Airport,17.628000,75.934799,IN,IN-MM,Solapur,no
SSF,KSSF,medium_airport,Stinson Municipal Airport,29.337000,-98.471100,US,US-TX,San Antonio,no
SSG,FGSL,large_airport,Malabo International Airport,3.755270,8.708720,GQ,GQ-BN,Malabo,yes
SSH,HESH,large_airport,Sharm El Sheikh International Airport,27.977272,34.394717,EG,EG-JS,Sharm El Sheikh,yes
SSI,KSSI,medium_airport,St Simons Island Airport,31.151800,-81.391296,US,US-GA,St Simons Island,no
SSJ,ENST,medium_airport,"Sandnessjøen Airport, Stokka",65.956802,12.468900,NO,NO-18,Alstahaug,yes
SSK,AU-SSK,small_airport,Sturt Creek Airport,-19.166401,128.173996,AU,AU-WA,Sturt Creek,no
SSL,SKSL,small_airport,Santa Rosalia Airport,5.130900,-70.868200,CO,CO-VID,Santa Rosalia,no
SSN,RKSM,medium_airport,Seoul Air Base (K-16),37.444744,127.112718,KR,KR-41,Seongnam,no
SSO,SNLO,small_airport,São Lourenço Airport,-22.090900,-45.044498,BR,BR-MG,São Lourenço,no
SSP,YSVP,small_airport,Silver Plains Airport,-13.975400,143.553700,AU,AU-QLD,Silver Plains,no
SSQ,CSR8,small_airport,La Sarre Airport,48.917198,-79.178596,CA,CA-QC,La Sarre,no
SSR,NVSH,small_airport,Sara Airport,-15.470800,168.151993,VU,VU-PAM,Pentecost Island,yes
SSS,SSS,small_airport,Siassi Airport,-5.596500,147.810600,PG,PG-MPL,Siassi,no
SST,SAZL,medium_airport,Santa Teresita Airport,-36.542300,-56.721800,AR,AR-B,Santa Teresita,yes
SSW,7WA5,small_airport,Stuart Island Airpark,48.673379,-123.175439,US,US-WA,Friday Harbor,yes
SSX,ZA-0138,small_airport,Singita Safari Lodge Airport,-24.801985,31.421940,ZA,ZA-MP,Singita Safari Lodge,no
SSY,FNBC,medium_airport,Mbanza Congo Airport,-6.269900,14.247000,AO,AO-ZAI,Mbanza Congo,yes
SSZ,SBST,medium_airport,Santos Nero Moura Air Base / Guarujá Airport,-23.928192,-46.300195,BR,BR-SP,Guarujá,no
STA,EKVJ,medium_airport,Stauning Vestjylland Airport,55.990101,8.353910,DK,DK-82,Skjern,no
STB,SVSZ,medium_airport,Miguel Urdaneta Fernández Airport,8.974550,-71.943253,VE,VE-V,San Carlos del Zulia,no
STC,KSTC,medium_airport,Saint Cloud Regional Airport,45.546600,-94.059898,US,US-MN,Saint Cloud,yes
STD,SVSO,medium_airport,Mayor Buenaventura Vivas International Airport,7.565380,-72.035103,VE,VE-S,Santo Domingo,yes
STE,KSTE,small_airport,Stevens Point Municipal Airport,44.545200,-89.530296,US,US-WI,Stevens Point,no
STF,YSTI,seaplane_base,Stephens Island Seaplane Base,-9.510000,143.550000,AU,AU-QLD,Stephens Island,no
STG,PAPB,medium_airport,St George Airport,56.577345,-169.663823,US,US-AK,St George,yes
STH,YSMR,small_airport,Strathmore Airport,-17.862709,142.557788,AU,AU-QLD,Strathmore,no
STI,MDST,large_airport,Cibao International Airport,19.404060,-70.604431,DO,DO-25,Santiago,yes
STJ,KSTJ,medium_airport,Rosecrans Memorial Airport,39.771900,-94.909698,US,US-MO,St Joseph,no
STK,KSTK,small_airport,Sterling Municipal Airport,40.613497,-103.263833,US,US-CO,Sterling,no
STL,KSTL,large_airport,St. Louis Lambert International Airport,38.748697,-90.370003,US,US-MO,St Louis,yes
STM,SBSN,medium_airport,Santarém - Maestro Wilson Fonseca International Airport,-2.422423,-54.793060,BR,BR-PA,Santarém,yes
STN,EGSS,large_airport,London Stansted Airport,51.884998,0.235000,GB,GB-ENG,"London, Essex",yes
STP,KSTP,medium_airport,Saint Paul Downtown Holman Field,44.934790,-93.060036,US,US-MN,Saint Paul,no
STQ,KOYM,small_airport,St Marys Municipal Airport,41.412498,-78.502602,US,US-PA,St Marys,no
STR,EDDS,large_airport,Stuttgart Airport,48.689899,9.221960,DE,DE-BW,Stuttgart,yes
STS,KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.508999,-122.813003,US,US-CA,Santa Rosa,yes
STT,TIST,large_airport,Cyril E. King Airport,18.337091,-64.977251,VI,VI-ST,Charlotte Amalie,yes
STU,BZ-STU,small_airport,Santa Cruz Airport,18.272100,-88.456299,BZ,BZ-CZL,Santa Cruz,no
STV,VASU,large_airport,Surat International Airport,21.115531,72.743251,IN,IN-GJ,Surat,yes
STW,URMT,medium_airport,Stavropol Shpakovskoye Airport,45.109200,42.112801,RU,RU-STA,Stavropol,yes
STX,TISX,medium_airport,Henry E. Rohlsen Airport,17.701413,-64.802608,VI,VI-SC,Christiansted,yes
STY,SUSO,medium_airport,Nueva Hesperides International Airport,-31.438499,-57.985298,UY,UY-SA,Salto,no
SUA,KSUA,small_airport,Witham Field,27.181700,-80.221100,US,US-FL,Stuart,no
SUB,WARR,large_airport,Juanda International Airport,-7.379830,112.787003,ID,ID-JI,Surabaya,yes
SUD,KSUD,small_airport,Stroud Municipal Airport,35.789600,-96.655701,US,US-OK,Stroud,no
SUE,KSUE,small_airport,Door County Cherryland Airport,44.843700,-87.421501,US,US-WI,Sturgeon Bay,no
SUF,LICA,large_airport,Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,IT,IT-78,Lamezia Terme (CZ),yes
SUG,RPMS,medium_airport,Surigao Airport,9.755838,125.480947,PH,PH-SUN,Surigao City,yes
SUI,UGSS,medium_airport,Vladislav Ardzinba Sukhum International Airport,42.858200,41.128101,GE,GE-AB,Sukhumi,yes
SUJ,LRSM,medium_airport,Satu Mare International Airport,47.703300,22.885700,RO,RO-SM,Satu Mare,yes
SUK,UEBS,small_airport,Sakkyryr Airport,67.792000,130.394000,RU,RU-SA,Batagay-Alyta,yes
SUL,OPSU,medium_airport,Sui Airport,28.645100,69.176903,PK,PK-BA,Sui,no
SUM,KSMS,small_airport,Sumter Airport,33.994999,-80.361298,US,US-SC,Sumter,no
SUN,KSUN,medium_airport,Friedman Memorial Airport,43.504398,-114.295998,US,US-ID,Hailey,yes
SUO,KS21,small_airport,Sunriver Airport,43.876301,-121.453003,US,US-OR,Sunriver,no
SUP,WART,small_airport,Trunojoyo Airport,-7.022391,113.887699,ID,ID-JI,Sumenep,no
SUQ,SESC,small_airport,Sucúa Airport,-2.474201,-78.169041,EC,EC-S,Sucúa,no
SUR,CJV7,small_airport,Summer Beaver Airport,52.708599,-88.541901,CA,CA-ON,Summer Beaver,yes
SUS,KSUS,medium_airport,Spirit of St Louis Airport,38.662102,-90.652000,US,US-MO,St Louis,no
SUT,HTSU,small_airport,Sumbawanga Airport,-7.948889,31.610278,TZ,TZ-20,Sumbawanga,no
SUU,KSUU,medium_airport,Travis Air Force Base,38.262699,-121.927002,US,US-CA,Fairfield,no
SUV,NFNA,large_airport,Nausori International Airport,-18.044226,178.561486,FJ,FJ-C,Nausori,yes
SUW,KSUW,small_airport,Richard I Bong Memorial Airport,46.688612,-92.095041,US,US-WI,Superior,no
SUX,KSUX,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,US,US-IA,Sioux City,yes
SUY,UENS,small_airport,Suntar Airport,62.185001,117.635002,RU,RU-SA,Suntar,yes
SVA,PASA,medium_airport,Savoonga Airport,63.686401,-170.492996,US,US-AK,Savoonga,yes
SVB,FMNS,medium_airport,Sambava Airport,-14.278600,50.174702,MG,MG-D,Sambava,yes
SVC,KSVC,medium_airport,Grant County Airport,32.636701,-108.154736,US,US-NM,Silver City,yes
SVD,TVSA,large_airport,Argyle International Airport,13.159725,-61.148801,VC,VC-04,Kingstown,yes
SVE,KSVE,small_airport,Susanville Municipal Airport,40.375702,-120.572998,US,US-CA,Susanville,no
SVF,DBBS,small_airport,Savé Airport,8.018170,2.464580,BJ,BJ-CO,Savé,no
SVG,ENZV,large_airport,"Stavanger Airport, Sola",58.876701,5.637780,NO,NO-11,Stavanger,yes
SVH,KSVH,small_airport,Statesville Regional Airport,35.765301,-80.953903,US,US-NC,Statesville,no
SVI,SKSV,medium_airport,Eduardo Falla Solano Airport,2.152170,-74.766300,CO,CO-CAQ,San Vicente Del Caguán,yes
SVJ,ENSH,medium_airport,"Svolvær Airport, Helle",68.243301,14.669200,NO,NO-18,Svolvær,yes
SVK,BZ-SVK,small_airport,Silver Creek Airport,16.728338,-88.369174,BZ,BZ-SC,Silver Creek,no
SVL,EFSA,medium_airport,Savonlinna Airport,61.943100,28.945101,FI,FI-04,Savonlinna,yes
SVN,KSVN,medium_airport,Hunter Army Air Field,32.009998,-81.145699,US,US-GA,Savannah,no
SVO,UUEE,large_airport,Sheremetyevo International Airport,55.976858,37.411210,RU,RU-MOS,Moscow,yes
SVP,FNKU,medium_airport,Kuito Airport,-12.404600,16.947399,AO,AO-BIE,Kuito,no
SVQ,LEZL,large_airport,Seville Airport,37.417999,-5.893110,ES,ES-AN,Seville,yes
SVS,SVS,small_airport,Stevens Village Airport,66.016727,-149.056835,US,US-AK,Stevens Village,yes
SVT,FBSV,small_airport,Savuti Airport,-18.518475,24.077687,BW,BW-CH,Savuti,no
SVU,NFNS,small_airport,Savusavu Airport,-16.803394,179.340587,FJ,FJ-N,Savusavu,yes
SVV,VE-0208,small_airport,San Salvador de Paul Airport,7.000000,-62.000000,VE,VE-F,San Salvador de Paul,no
SVW,PASV,medium_airport,Sparrevohn LRRS Airport,61.097401,-155.574005,US,US-AK,Sparrevohn,no
SVX,USSS,large_airport,Koltsovo Airport,56.743099,60.802700,RU,RU-SVE,Yekaterinburg,yes
SVZ,SVSA,medium_airport,Juan Vicente Gómez International Airport,7.840809,-72.439878,VE,VE-S,San Antonio del Tachira,yes
SWA,ZGOW,large_airport,Jieyang Chaoshan International Airport,23.552000,116.503300,CN,CN-44,Jieyang (Rongcheng),yes
SWB,AU-SWB,small_airport,Shaw River Airport,-21.510300,119.362000,AU,AU-WA,Shaw River,no
SWC,YSWL,medium_airport,Stawell Airport,-37.071701,142.740997,AU,AU-VIC,,no
SWD,PAWD,medium_airport,Seward Airport,60.130478,-149.418612,US,US-AK,Seward,no
SWE,AYEW,small_airport,Siwea Airport,-6.284181,147.582371,PG,PG-MPL,Siwea,no
SWF,KSWF,medium_airport,New York Stewart International Airport,41.504210,-74.108901,US,US-NY,Newburgh,yes
SWG,AYSW,small_airport,Satwag Airport,-6.139556,147.279167,PG,PG-MPL,Satwag,no
SWH,YSWH,medium_airport,Swan Hill Airport,-35.375801,143.533005,AU,AU-VIC,,no
SWJ,NVSX,small_airport,Southwest Bay Airport,-16.486400,167.447200,VU,VU-MAP,Malekula Island,no
SWL,RPSV,small_airport,San Vicente Airport,10.524298,119.272899,PH,PH-PLW,San Vicente,yes
SWN,VISP,small_airport,Sarsawa Air Force Station,29.994303,77.424560,IN,IN-UP,Sherpur Naqeebpur,no
SWO,KSWO,medium_airport,Stillwater Regional Airport,36.162132,-97.085581,US,US-OK,Stillwater,yes
SWP,FYSM,small_airport,Swakopmund Municipal Aerodrome,-22.661900,14.568100,NA,NA-ER,Swakopmund,no
SWQ,WADS,small_airport,Sultan Muhammad Kaharuddin III Airport,-8.489040,117.412003,ID,ID-NB,Sumbawa Besar,yes
SWR,AYZI,small_airport,Silur Airport,-4.529889,153.054444,PG,PG-NIK,Silur Mission,no
SWS,EGFH,medium_airport,Swansea Airport,51.601366,-4.071006,GB,GB-WLS,Swansea,no
SWT,UNSS,medium_airport,Strezhevoy Airport,60.709400,77.660004,RU,RU-TOM,Strezhevoy,no
SWU,RKSW,medium_airport,Suwon Airport,37.239399,127.007004,KR,KR-41,Suwon,no
SWV,UHMW,medium_airport,Severo-Evensk Airport,61.921786,159.229059,RU,RU-MAG,Evensk,no
SWW,KSWW,small_airport,Avenger Field,32.467400,-100.467003,US,US-TX,Sweetwater,no
SWX,FBSW,small_airport,Shakawe Airport,-18.373899,21.832600,BW,BW-NW,Shakawe,yes
SWY,WMBA,small_airport,Sitiawan Airport,4.222200,100.699300,MY,MY-08,Sitiawan,no
SXA,AYQS,small_airport,Sialum Airport,-6.090800,147.595500,PG,PG-MPL,Sialum,no
SXB,LFST,large_airport,Strasbourg Airport,48.538300,7.628230,FR,FR-GES,Strasbourg,yes
SXE,YWSL,medium_airport,West Sale Airport,-38.090827,146.965335,AU,AU-VIC,Sale,no
SXG,FLSN,small_airport,Senanga Airport,-16.113000,23.298200,ZM,ZM-01,Senanga,no
SXH,AYSL,small_airport,Sehulea Airport,-9.964528,151.161861,PG,PG-MBA,Sehulea,no
SXI,OIBS,medium_airport,Siri Airport,25.908899,54.539398,IR,IR-22,Siri,no
SXJ,ZWSS,medium_airport,Shanshan Airport,42.911701,90.247498,CN,CN-65,Shanshan,no
SXK,WPAS,small_airport,Mathilda Batlayeri Airport,-7.848354,131.337068,ID,ID-MA,Saumlaki-Yamdena Island,yes
SXL,EISG,medium_airport,Sligo Airport,54.280201,-8.599210,IE,IE-SO,Sligo,no
SXM,TNCM,large_airport,Princess Juliana International Airport,18.041000,-63.108898,SX,SX-U-A,Sint Maarten,yes
SXN,FBSN,medium_airport,Sua Pan Airport,-20.553400,26.115801,BW,BW-ST,Sowa,no
SXO,SWFX,small_airport,São Félix do Araguaia Airport,-11.632400,-50.689602,BR,BR-MT,São Félix Do Araguaia,no
SXP,SXP,small_airport,Nunam Iqua Airport,62.520599,-164.848006,US,US-AK,Nunam Iqua,yes
SXQ,PASX,medium_airport,Soldotna Airport,60.474935,-151.038471,US,US-AK,Soldotna,no
SXR,VISR,large_airport,Srinagar International Airport,33.987099,74.774200,IN,IN-JK,Srinagar,yes
SXS,WBKH,small_airport,Sahabat [Sahabat 16] Airport,5.087780,119.094002,MY,MY-12,Sahabat,no
SXT,WMAN,small_airport,Sungai Tiang Airport,4.330278,102.394997,MY,MY-06,Taman Negara,no
SXU,HASD,small_airport,Soddu Airport,6.802810,37.686220,ET,ET-OR,Soddu,no
SXV,VOSM,medium_airport,Salem Airport,11.783300,78.065598,IN,IN-TN,Salem,no
SXW,AYSV,small_airport,Sauren Airport,-5.970100,148.854300,PG,PG-WBK,Sauren,no
SXX,SNFX,small_airport,São Félix do Xingu Airport,-6.641300,-51.952300,BR,BR-PA,São Félix do Xingu,no
SXY,KN23,small_airport,Sidney Municipal Airport,42.302601,-75.416000,US,US-NY,Sidney,no
SXZ,LTCL,medium_airport,Siirt Airport,37.978901,41.840401,TR,TR-56,Siirt,no
SYA,PASY,medium_airport,Eareckson Air Station,52.712299,174.113998,US,US-AK,Shemya,no
SYB,SYB,seaplane_base,Seal Bay Seaplane Base,58.373291,-152.201797,US,US-AK,Seal Bay,yes
SYC,SPSY,small_airport,Shiringayoc Airport,-11.898000,-69.062500,PE,PE-MDD,Shiringayoc,no
SYD,YSSY,large_airport,Sydney Kingsford Smith International Airport,-33.946098,151.177002,AU,AU-NSW,Sydney (Mascot),yes
SYE,OYSH,small_airport,Sadah Airport,16.967542,43.728103,YE,YE-SD,Sa'dah,no
SYF,SYF,seaplane_base,Silva Bay Seaplane Base,49.151000,-123.698000,CA,CA-BC,Gabriola Island,yes
SYH,VNSB,small_airport,Syangboche Airport,27.811200,86.712400,NP,NP-P1,Namche Bazaar,no
SYI,KSYI,small_airport,Bomar Field / Shelbyville Municipal Airport,35.560101,-86.442497,US,US-TN,Shelbyville,no
SYJ,OIKY,medium_airport,Sirjan Airport,29.550900,55.672699,IR,IR-08,Sirjan,no
SYK,BIST,small_airport,Stykkishólmur Airport,65.058851,-22.764616,IS,IS-3,Stykkishólmur,no
SYM,ZPSM,small_airport,Pu'er Simao Airport,22.793301,100.959000,CN,CN-53,Pu'er,yes
SYN,KSYN,small_airport,Stanton Airfield,44.475579,-93.016756,US,US-MN,Dennison,no
SYO,RJSY,medium_airport,Shonai Airport,38.812199,139.787003,JP,JP-06,Shonai,yes
SYP,MPSA,medium_airport,Ruben Cantu Airport,8.085600,-80.945297,PA,PA-9,Santiago,no
SYQ,MRPV,medium_airport,Tobías Bolaños International Airport,9.957050,-84.139801,CR,CR-SJ,San Jose,yes
SYR,KSYR,large_airport,Syracuse Hancock International Airport,43.111198,-76.106300,US,US-NY,Syracuse,yes
SYS,UERS,medium_airport,Saskylakh Airport,71.927902,114.080002,RU,RU-SA,Saskylakh,yes
SYT,LFLN,medium_airport,Saint-Yan Airport,46.414019,4.014177,FR,FR-BFC,"L'Hôpital-le-Mercier, Saône-et-Loire",no
SYU,YWBS,small_airport,Warraber Island Airport,-10.208300,142.824997,AU,AU-QLD,Sue Islet,yes
SYV,KSYV,small_airport,Sylvester Airport,31.558500,-83.895699,US,US-GA,Sylvester,no
SYW,OPSN,medium_airport,Sehwan Sharif Airport,26.473101,67.717201,PK,PK-SD,Sehwan Sharif,no
SYX,ZJSY,large_airport,Sanya Phoenix International Airport,18.302900,109.412003,CN,CN-46,Sanya (Tianya),yes
SYY,EGPO,medium_airport,Stornoway Airport,58.215599,-6.331110,GB,GB-SCT,"Stornoway, Western Isles",yes
SYZ,OISS,large_airport,Shiraz Shahid Dastghaib International Airport,29.539200,52.589802,IR,IR-07,Shiraz,yes
SZA,FNSO,medium_airport,Soyo Airport,-6.141090,12.371800,AO,AO-ZAI,Soyo,yes
SZB,WMSA,large_airport,Sultan Abdul Aziz Shah International Airport,3.130580,101.549004,MY,MY-10,Subang,yes
SZE,HASM,small_airport,Semera Airport,11.787500,40.991500,ET,ET-AF,Semera,yes
SZF,LTFH,medium_airport,Samsun-Çarşamba Airport,41.253988,36.567546,TR,TR-55,Samsun,yes
SZG,LOWS,large_airport,Salzburg Airport,47.793301,13.004300,AT,AT-5,Salzburg,yes
SZH,ZBSG,medium_airport,Shuozhou Zirun Airport,39.273241,112.691552,CN,CN-14,Shuozhou,yes
SZI,UASZ,small_airport,Zaysan Airport,47.487491,84.887675,KZ,KZ-VOS,Zaysan,yes
SZJ,MUSN,medium_airport,Siguanea Airport,21.642500,-82.955101,CU,CU-99,Isla de la Juventud,no
SZK,FASZ,medium_airport,Skukuza Airport,-24.960850,31.588587,ZA,ZA-MP,Skukuza,yes
SZL,KSZL,medium_airport,Whiteman Air Force Base,38.730301,-93.547897,US,US-MO,Knob Noster,no
SZM,FYSS,small_airport,Sesriem Airport,-24.512800,15.746700,NA,NA-HA,Sesriem,no
SZN,KSZN,small_airport,Santa Cruz Island Airport,34.060070,-119.915229,US,US-CA,Santa Cruz Island,no
SZP,KSZP,small_airport,Santa Paula Airport,34.347198,-119.060997,US,US-CA,Santa Paula,no
SZS,NZRC,small_airport,Ryan's Creek Aerodrome,-46.899700,168.100998,NZ,NZ-STL,Oban,no
SZV,ZSSZ,medium_airport,Suzhou Guangfu Airport,31.263100,120.401001,CN,CN-32,Suzhou,no
SZX,ZGSZ,large_airport,Shenzhen Bao'an International Airport,22.639474,113.803262,CN,CN-44,Shenzhen,yes
SZY,EPSY,medium_airport,Olsztyn-Mazury Airport,53.481899,20.937700,PL,PL-WN,Szymany,yes
SZZ,EPSC,large_airport,Solidarity Szczecin–Goleniów Airport,53.584702,14.902200,PL,PL-ZP,Szczecin(Glewice),yes
TAB,TTCP,large_airport,A.N.R. Robinson International Airport,11.149571,-60.831298,TT,TT-TOB,Scarborough,yes
TAC,RPVA,medium_airport,Daniel Z. Romualdez Airport,11.227761,125.027783,PH,PH-LEY,Tacloban City,yes
TAD,KTAD,small_airport,Perry Stokes Airport,37.259399,-104.341003,US,US-CO,Trinidad,no
TAE,RKTN,large_airport,Daegu International Airport,35.894394,128.656989,KR,KR-27,Daegu,yes
TAF,DAOL,medium_airport,Oran Tafraoui Airport,35.542400,-0.532278,DZ,DZ-31,Tafraoui,no
TAG,RPSP,large_airport,Bohol-Panglao International Airport,9.573045,123.770143,PH,PH-BOH,Panglao,yes
TAH,NVVW,medium_airport,Whitegrass Airport,-19.455099,169.223999,VU,VU-TAE,Tanna Island,yes
